Labels,Suffixes
0,"leri,nde"
0,"ler,i,nden"
0,"ler,i,nin"
0,"ler,i,ni"
0,"ler,i"
1,"ım,a"
1,"ım,da"
1,"ım,dan"
1,"ım,ın"
1,"ım,ı"
1,ım
1,"ı,na"
1,"ı,nda"
1,"ı,ndan"
1,"ı,nın"
1,"ı,nı"
1,ın
1,"ı,na"
1,"ı,nda"
1,"ı,ndan"
1,"ı,nın"
1,"ı,nı"
1,"sı,nı"
1,"lar,ım,a"
1,"lar,ım,da"
1,"lar,ım,dan"
1,"lar,ım,ın"
1,"lar,ım,ı"
1,"lar,ım"
1,"lar,ı,na"
1,"ları,nda"
1,"lar,ı,ndan"
1,"lar,ı,nın"
1,"lar,ı,nı"
1,"lar,ın"
1,"lar,ı,na"
1,"ları,nda"
1,"lar,ı,ndan"
1,"lar,ı,nın"
1,"lar,ı,nı"
1,"lar,ı"
2,"er,im"
0,"er,sin"
2,er
2,"er,iz"
2,"er,siniz"
2,"er,ler"
2,"eceğ,im"
2,"ecek,sin"
2,ecek
2,"eceğ,iz"
2,"ecek,siniz"
2,"ecek,ler"
2,"iyor,um"
2,"iyor,sun"
2,iyor
2,"iyor,uz"
2,"iyor,sunuz"
2,"iyor,lar"
2,"di,m"
2,in
2,di
2,"di,k"
2,"di,niz"
2,"di,ler"
0,"iyor,du,m"
2,"iyor,du,n"
2,"iyor,du"
0,"iyor,du,k"
0,"iyor,du,nuz"
2,"iyor,lar,dı"
0,"me,m"
0,"me,z,sin"
2,"me,z"
0,"me,yiz"
0,"me,z,siniz"
2,"me,z,ler"
0,"m,iyor,um"
0,"m,iyor,sun"
2,"m,iyor"
0,"m,iyor,uz"
0,"m,iyor,sunuz"
2,"m,iyor,lar"
2,"me,di,m"
0,"me,di,n"
2,"me,di"
0,"me,di,k"
2,"me,di,niz"
2,"me,di,ler"
0,"m,iyor,du,m"
0,"m,iyor,du,n"
0,"m,iyor,du"
0,"m,iyor,du,k"
0,"m,iyor,du,nuz"
0,"m,iyor,du,lar"
0,"me,yeceğ,im"
0,"me,yecek,sin"
2,"me,yecek"
2,"me,yeceğ,iz"
0,"me,yecek,siniz"
0,"me,yecek,ler"
2,-
0,-
2,-
0,-
2,-
2,-
0,-
2,-
2,-
2,-
0,-
2,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
2,-
2,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
2,-
2,-
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"ım,a"
2,"ım,da"
2,"ım,dan"
2,"ım,ın"
2,"ım,ı"
2,ım
2,"ın,a"
2,"ın,da"
2,"ın,dan"
2,"ın,ın"
2,"ı,nı"
2,ın
2,"ın,a"
2,"ın,da"
2,"ın,dan"
2,"ın,ın"
2,"ı,nı"
2,ı
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
0,"ir,im"
0,"ir,sin"
0,ir
0,"eceğ,im"
2,-
2,-
0,"di,m"
2,-
2,-
0,"iyor,um"
2,-
2,-
2,"im,e"
2,"im,de"
2,"im,den"
2,"im,in"
2,"im,i"
2,im
2,"i,ne"
2,"i,nde"
2,"i,nden"
2,"i,nin"
2,"i,ni"
2,in
2,"i,ne"
2,"i,nde"
2,"i,nden"
2,"i,nin"
2,"i,ni"
2,i
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
0,"liğ,im,e"
0,"liğ,im,de"
0,"liğ,im,den"
0,"liğ,im,in"
0,"liğ,im,i"
0,"liğ,im"
0,"liğ,i,ne"
0,"liğ,i,nde"
0,"liğ,in,den"
0,"liğ,in,in"
0,"liğ,i,ni"
0,"liğ,in"
0,"liğ,i,ne"
0,"liğ,i,nde"
0,"liğ,in,den"
0,"liğ,in,in"
0,"liğ,i,ni"
0,"liğ,i"
2,"lik,ler,im,e"
2,"lik,ler,im,de"
2,"lik,ler,im,den"
2,"lik,ler,im,in"
2,"lik,ler,im,i"
2,"lik,ler,im"
2,"lik,leri,ne"
2,"lik,leri,nde"
2,"lik,leri,nden"
2,"lik,ler,in,in"
2,"lik,ler,i,ni"
2,"lik,ler,in"
2,"lik,leri,ne"
2,"lik,leri,nde"
2,"lik,leri,nden"
2,"lik,ler,in,in"
2,"lik,ler,i,ni"
0,"lik,leri"
2,"ci,m,e"
2,"ci,m,de"
2,"ci,m,den"
2,"ci,m,in"
2,"ci,m,i"
2,"ci,m"
2,"ci,n,e"
2,"ci,n,de"
2,"ci,n,den"
2,"ci,n,in"
2,"ci,n,i"
2,in
2,"ci,n,e"
2,"ci,n,de"
2,"ci,n,den"
2,"ci,n,in"
2,"ci,n,i"
2,i
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,me
2,"len,e"
2,"len,Imp+in"
2,len
0,"ir,im"
0,"ir,sin"
0,ir
0,"ir,iz"
0,"ir,siniz"
0,"ir,ler"
0,"eceğ,im"
0,"ecek,sin"
0,ecek
0,"eceğ,iz"
0,"ecek,siniz"
0,"ecek,ler"
0,"iyor,um"
0,"iyor,sun"
0,iyor
0,"iyor,uz"
0,"iyor,sunuz"
0,"iyor,lar"
0,"ti,m"
0,"ti,n"
0,ti
0,"ti,k"
0,"ti,niz"
0,"ti,ler"
0,"iyor,du,m"
0,"iyor,du,n"
0,"iyor,du"
0,"iyor,du,k"
0,"iyor,du,nuz"
0,"iyor,lar,dı"
0,"me,m"
0,"me,z,sin"
2,"me,z"
0,"me,yiz"
0,"me,z,siniz"
0,"me,z,ler"
0,"m,iyor,um"
0,"m,iyor,sun"
0,"m,iyor"
0,"m,iyor,uz"
0,"m,iyor,sunuz"
0,"m,iyor,lar"
0,"me,di,m"
0,"me,di,n"
0,"me,di"
0,"me,di,k"
0,"me,di,niz"
0,"me,di,ler"
0,"m,iyor,du,m"
0,"m,iyor,du,n"
0,"m,iyor,du"
0,"m,iyor,du,k"
0,"m,iyor,du,nuz"
0,"m,iyor,du,lar"
0,"me,yeceğ,im"
0,"me,yecek,sin"
0,"me,yecek"
0,"me,yeceğ,iz"
0,"me,yecek,siniz"
0,"me,yecek,ler"
0,-
1,-
1,-
0,-
0,-
1,-
2,-
0,-
0,-
0,-
0,-
0,-
1,-
1,-
1,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
0,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
0,-
0,-
0,-
0,-
0,-
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
2,"m,e"
2,"m,de"
2,"m,den"
2,"m,in"
2,"m,i"
2,m
2,"n,e"
2,"n,de"
2,"n,den"
2,nin
2,"n,i"
2,n
2,"si,ne"
2,"si,nde"
2,"si,nden"
2,"si,nin"
2,"si,ni"
2,si
2,"ler,im,e"
2,"ler,im,de"
2,"ler,im,den"
2,"ler,im,in"
2,"ler,im,i"
2,"ler,im"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,in"
2,"ler,i,ne"
2,"leri,nde"
2,"ler,i,nden"
2,"ler,i,nin"
2,"ler,i,ni"
2,"ler,i"
0,"çı,lığ,A3sg+ım,a"
2,"çı,lığ,A3sg+ım,da"
2,"çı,lığ,A3sg+ım,dan"
0,"çı,lığ,A3sg+ım,ın"
0,"çı,lığ,A3sg+ım,ı"
0,"çı,lığ,A3sg+ım"
0,"çı,lığ,A3sg+ın,a"
0,"çı,lığ,A3sg+ı,nda"
0,"çı,lığ,A3sg+ı,ndan"
0,"çı,lığ,A3sg+ın,ın"
0,"çı,lığ,A3sg+ın,ı"
0,"çı,lığ,A3sg+ın"
0,"çı,lığ,A3sg+ın,a"
0,"çı,lığ,A3sg+ı,nda"
0,"çı,lığ,A3sg+ı,ndan"
0,"çı,lığ,A3sg+ın,ın"
0,"çı,lığ,A3sg+ın,ı"
0,"çı,lığ,A3sg+ı"
0,"çı,lık,lar,ım,a"
2,"çı,lık,lar,ım,da"
0,"çı,lık,lar,ım,dan"
2,"çı,lık,lar,ım,ın"
0,"çı,lık,lar,ım,ı"
0,"çı,lık,lar,ım"
0,"çı,lık,lar,ı,na"
0,"çı,lık,lar,ın,da"
0,"çı,lık,A3sg+ları,ndan"
0,"çı,lık,lar,ın,ın"
0,"çı,lık,lar,ın,ı"
0,"çı,lık,lar,ın"
0,"çı,lık,lar,ı,na"
0,"çı,lık,lar,ın,da"
0,"çı,lık,A3sg+ları,ndan"
0,"çı,lık,lar,ın,ın"
0,"çı,lık,lar,ın,ı"
0,"çı,lık,A3sg+ları"
2,"um,a"
2,"um,da"
2,"um,dan"
2,"um,un"
2,"um,u"
2,um
2,"u,na"
2,"u,nda"
2,"u,ndan"
2,"u,nun"
2,"u,nu"
2,un
2,"u,na"
2,"u,nda"
2,"u,ndan"
2,"u,nun"
2,"u,nu"
2,u
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
1,e
2,de
2,den
2,in
2,i
2,-
1,e
1,Imp+in
1,-
2,a
2,da
2,"ım,dan"
2,ın
2,"ım,ı"
2,-
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
2,nın
0,"ı,nı"
2,ın
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
2,nın
0,"ı,nı"
2,-
2,"lar,ım,a"
2,"lar,ım,da"
1,"lar,ım,dan"
2,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
0,"ım,a"
1,"ım,da"
1,"ım,dan"
0,"ım,ın"
0,"ım,ı"
1,ım
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ın
0,"ı,na"
0,"ı,nda"
0,"ı,ndan"
0,"ı,nın"
0,"ı,nı"
0,ı
0,"lar,ım,a"
0,"lar,ım,da"
0,"lar,ım,dan"
0,"lar,ım,ın"
0,"lar,ım,ı"
0,"lar,ım"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ın"
0,"lar,ı,na"
0,"ları,nda"
0,"lar,ı,ndan"
0,"lar,ı,nın"
0,"lar,ı,nı"
0,"lar,ı"
0,"siz,im,e"
0,"siz,im,de"
0,"siz,im,den"
0,"siz,im,in"
0,"siz,im,i"
0,"siz,im"
0,"siz,in,e"
0,"siz,in,de"
0,"siz,i,nden"
0,"siz,i,nin"
0,"siz,in,i"
0,"siz,in"
0,"siz,in,e"
0,"siz,in,de"
0,"siz,i,nden"
0,"siz,i,nin"
0,"siz,in,i"
0,"siz,i"
0,"siz,ler,im,e"
0,"siz,ler,im,de"
0,"siz,ler,im,den"
0,"siz,ler,im,in"
0,"siz,ler,im,i"
0,"siz,ler,im"
0,"siz,ler,i,ne"
0,"siz,ler,in,de"
0,"siz,ler,in,den"
0,"siz,ler,i,nin"
0,"siz,ler,in,i"
0,"siz,ler,in"
0,"siz,ler,i,ne"
0,"siz,ler,in,de"
0,"siz,ler,in,den"
0,"siz,ler,i,nin"
0,"siz,ler,in,i"
0,"siz,ler,i"
2,"ci,liğ,A3sg+im,e"
2,"ci,liğ,A3sg+im,de"
2,"ci,liğ,A3sg+im,den"
2,"ci,liğ,A3sg+im,in"
2,"ci,liğ,A3sg+im,i"
2,"ci,liğ,A3sg+im"
2,"ci,liğ,A3sg+in,e"
2,"ci,liğ,A3sg+in,de"
2,"ci,liğ,A3sg+in,den"
2,"ci,liğ,A3sg+in,in"
2,"ci,liğ,A3sg+in,i"
2,"ci,liğ,A3sg+in"
2,"ci,liğ,A3sg+in,e"
2,"ci,liğ,A3sg+in,de"
2,"ci,liğ,A3sg+in,den"
2,"ci,liğ,A3sg+in,in"
2,"ci,liğ,A3sg+in,i"
2,"ci,liğ,A3sg+i"
2,"ci,lik,ler,im,e"
2,"ci,lik,ler,im,de"
2,"ci,lik,ler,im,den"
2,"ci,lik,ler,im,in"
2,"ci,lik,ler,im,i"
2,"ci,lik,ler,im"
2,"ci,lik,A3sg+leri,ne"
2,"ci,lik,A3sg+leri,nde"
2,"ci,lik,ler,in,den"
2,"ci,lik,ler,in,in"
2,"ci,lik,A3sg+leri,ni"
2,"ci,lik,ler,in"
2,"ci,lik,A3sg+leri,ne"
2,"ci,lik,A3sg+leri,nde"
2,"ci,lik,ler,in,den"
2,"ci,lik,ler,in,in"
2,"ci,lik,A3sg+leri,ni"
2,"ci,lik,ler,i"
2,"lığ,ım,a"
2,"lığ,ım,da"
2,"lığ,ım,dan"
2,"lığ,ım,ın"
2,"lığ,ım,ı"
2,"lığ,ım"
2,"lığ,ın,a"
2,"lığ,ın,da"
2,"lığ,ın,dan"
2,"lığ,ı,nın"
2,"lığ,ı,nı"
2,"lığ,ın"
2,"lığ,ın,a"
2,"lığ,ın,da"
2,"lığ,ın,dan"
2,"lığ,ı,nın"
2,"lığ,ı,nı"
2,"lığ,ı"
2,"lık,lar,ım,a"
2,"lık,lar,ım,da"
2,"lık,lar,ım,dan"
2,"lık,lar,ım,ın"
2,"lık,lar,ım,ı"
2,"lık,lar,ım"
2,"lık,lar,ı,na"
2,"lık,lar,ı,nda"
2,"lık,lar,ı,ndan"
2,"lık,lar,ı,nın"
2,"lık,lar,ın,ı"
2,"lık,lar,ın"
2,"lık,lar,ı,na"
2,"lık,lar,ı,nda"
2,"lık,lar,ı,ndan"
2,"lık,lar,ı,nın"
2,"lık,lar,ın,ı"
2,"lık,lar,ı"
2,"ım,a"
2,"ım,da"
2,"ım,dan"
2,"ım,ın"
2,"ım,ı"
2,ım
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ın
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,"ı,nı"
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
2,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ı"
2,"sız,ım,a"
2,"sız,ım,da"
2,"sız,ım,dan"
2,"sız,ım,ın"
2,"sız,ım,ı"
2,"sız,ım"
2,"sız,ı,na"
2,"sız,ın,da"
2,"sız,ın,dan"
2,"sız,ın,ın"
2,"sız,ın,ı"
2,"sız,ın"
2,"sız,ı,na"
2,"sız,ın,da"
2,"sız,ın,dan"
2,"sız,ın,ın"
2,"sız,ın,ı"
2,"sız,ı"
2,"sız,lar,ım,a"
2,"sız,lar,ım,da"
2,"sız,lar,ım,dan"
2,"sız,lar,ım,ın"
2,"sız,lar,ım,ı"
2,"sız,lar,ım"
2,"sız,lar,ı,na"
2,"sız,lar,ı,nda"
2,"sız,lar,ın,dan"
2,"sız,lar,ın,ın"
2,"sız,lar,ı,nı"
2,"sız,lar,ın"
2,"sız,lar,ı,na"
2,"sız,lar,ı,nda"
2,"sız,lar,ın,dan"
2,"sız,lar,ın,ın"
2,"sız,lar,ı,nı"
2,"sız,ları"
0,"siz,im,e"
0,"siz,im,de"
0,"siz,im,den"
0,"siz,im,in"
0,"siz,im,i"
0,"siz,im"
0,"siz,i,ne"
0,"siz,i,nde"
0,"siz,i,nden"
0,"siz,in,in"
0,"siz,i,ni"
0,"siz,in"
0,"siz,i,ne"
0,"siz,i,nde"
0,"siz,i,nden"
0,"siz,in,in"
0,"siz,i,ni"
0,"siz,i"
0,"siz,ler,im,e"
0,"siz,ler,im,de"
2,"siz,ler,im,den"
0,"siz,ler,im,in"
0,"siz,ler,im,i"
0,"siz,ler,im"
0,"siz,ler,i,ne"
0,"siz,ler,i,nde"
2,"siz,leri,nden"
0,"siz,ler,in,in"
0,"siz,ler,i,ni"
0,"siz,ler,in"
0,"siz,ler,i,ne"
0,"siz,ler,i,nde"
2,"siz,leri,nden"
0,"siz,ler,in,in"
0,"siz,ler,i,ni"
0,"siz,ler,i"
2,"siz,im,e"
2,"siz,im,de"
2,"siz,im,den"
2,"siz,im,in"
2,"siz,im,i"
2,"siz,im"
2,"siz,i,ne"
2,"siz,i,nde"
2,"siz,in,den"
2,"siz,in,in"
2,"siz,i,ni"
2,"siz,in"
2,"siz,i,ne"
2,"siz,i,nde"
2,"siz,in,den"
2,"siz,in,in"
2,"siz,i,ni"
2,"siz,i"
2,"siz,ler,im,e"
2,"siz,ler,im,de"
2,"siz,ler,im,den"
2,"siz,ler,im,in"
2,"siz,ler,im,i"
2,"siz,ler,im"
2,"siz,leri,ne"
2,"siz,leri,nde"
2,"siz,ler,in,den"
2,"siz,ler,i,nin"
2,"siz,leri,ni"
2,"siz,ler,in"
2,"siz,leri,ne"
2,"siz,leri,nde"
2,"siz,ler,in,den"
2,"siz,ler,i,nin"
2,"siz,leri,ni"
2,"siz,ler,i"
2,"ır,ım"
2,"ır,sın"
2,ır
2,"ır,ız"
2,"ır,sınız"
2,"ır,lar"
2,"acağ,ım"
2,"acak,sın"
2,acak
2,"acağ,ız"
2,"acak,sınız"
2,"acak,lar"
2,"ıyor,um"
2,"ıyor,sun"
2,ıyor
2,"ıyor,uz"
2,"ıyor,sunuz"
2,"ıyor,lar"
2,"dı,m"
2,"dı,n"
2,dı
2,"dı,k"
2,"dı,nız"
2,"dı,lar"
2,"ıyor,du,m"
2,"ıyor,du,n"
2,"ıyor,du"
2,"ıyor,du,k"
2,"ıyor,du,nuz"
2,"ıyor,lar,dı"
2,"ma,m"
2,"ma,z,sın"
2,"ma,z"
2,"ma,yız"
2,"ma,z,sınız"
2,"ma,z,lar"
2,"m,ıyor,um"
2,"m,ıyor,sun"
2,"m,ıyor"
2,"m,ıyor,uz"
2,"m,ıyor,sunuz"
2,"m,ıyor,lar"
2,"ma,dı,m"
2,"ma,dı,n"
2,"ma,dı"
2,"ma,dı,k"
2,"ma,dı,nız"
2,"ma,dı,lar"
2,"m,ıyor,du,m"
2,"m,ıyor,du,n"
2,"m,ıyor,du"
2,"m,ıyor,du,k"
2,"m,ıyor,du,nuz"
2,"m,ıyor,du,lar"
2,"ma,yacağ,ım"
2,"ma,yacak,sın"
2,"ma,yacak"
2,"ma,yacağ,ız"
2,"ma,yacak,sınız"
2,"ma,yacak,lar"
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,-
2,"ım,a"
2,"ım,da"
2,"ım,dan"
2,"ım,ın"
2,"ım,ı"
2,ım
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ın
2,"ı,na"
2,"ı,nda"
2,"ı,ndan"
2,"ı,nın"
2,"ı,nı"
2,ı
2,"lar,ım,a"
2,"lar,ım,da"
2,"lar,ım,dan"
2,"lar,ım,ın"
2,"lar,ım,ı"
2,"lar,ım"
2,"lar,ı,na"
2,"ları,nda"
0,"lar,ı,ndan"
2,"lar,ı,nın"
2,"lar,ı,nı"
2,"lar,ın"
2,"lar,ı,na"
2,"ları,nda"
0,"lar,ı,ndan"
